group,group_name,seqnames,start,end,strand,name,idx,Log2FC,FDR,MeanDiff
1,C1,chr13,113618564,113592179,2,Snx18,899,2.3705001388022,4.53691439284011e-18,1.84461478065942
1,C1,chr17,75435905,75529054,1,Rasgrp3,1084,2.80610375089486,6.05156278630642e-18,2.08380677646103
1,C1,chr18,62180126,62184403,1,Gm9949,442,3.98484088854074,6.638513071844e-18,3.13976526651059
1,C1,chr2,36230426,36252272,1,Ptgs1,457,3.6817932683909,7.48258861356916e-18,1.90586585619732
1,C1,chr7,66388341,66258745,2,Lrrk1,1087,3.08594950637091,9.24394291383302e-18,1.19446872014898
1,C1,chr2,144270902,144250123,2,Snx5,1506,3.29529532533053,9.70303563321813e-18,1.84077842856296
1,C1,chr1,88551517,88562166,1,Gm19589,564,3.3031869685016,9.8647734668309e-18,1.04075712341464
1,C1,chr15,66670770,66850721,1,Tg,271,3.05491125770044,1.12984627969133e-17,1.81871974259186
1,C1,chr12,102439697,102394098,2,Lgmn,573,2.57719181199055,1.30215926174073e-17,2.5496907998535
1,C1,chr9,123968692,123962126,2,Ccr1,1344,4.2898646360149,1.39541056866879e-17,0.872183988006629
1,C1,chr7,142434977,142440396,1,Syt8,2116,3.43645449629451,1.86884480940738e-17,1.38594561725729
1,C1,chr2,91096678,91115759,1,Spi1,994,2.78113428038297,1.92737826312546e-17,1.57905405201752
1,C1,chr2,157079265,157010442,2,Soga1,1721,2.181771640671,1.93655483704482e-17,3.35111663619264
1,C1,chr7,43533171,43527456,2,Cd33,801,4.54930767329987,2.58298654647581e-17,1.84358618265844
1,C1,chr5,96921272,96934867,1,Gm8013,631,3.04550589704271,2.83403382745649e-17,2.46303363986275
1,C1,chr6,120093380,120200338,1,Ninj2,920,2.16247128175343,2.86156749504858e-17,2.16979079103397
1,C1,chr14,33216823,33369936,1,Arhgap22,216,2.4142752887387,4.41254931711748e-17,1.91825536578615
1,C1,chr11,11685925,11772926,1,Ikzf1,107,3.95680124530518,4.43308175550535e-17,1.25196194211712
1,C1,chr10,25359798,25523519,1,Epb41l2,153,2.6460307765536,5.50131587236932e-17,2.83991600610093
1,C1,chr5,113772812,113778282,1,Iscu,814,2.64514336221563,6.68273116946823e-17,2.88340119643314
1,C1,chr5,64467942,64454813,2,1700027F09Rik,396,3.17971593840078,7.67479550540215e-17,0.876150572452885
1,C1,chr8,90828835,91054508,1,Chd9,739,1.74850801606339,1.37625242265145e-16,2.80846007825254
1,C1,chr13,102693558,102706631,1,Cd180,833,2.98916994484246,2.48948239208128e-16,2.48321679587001
1,C1,chr15,100687920,100674422,2,Cela1,806,2.9372123608195,2.85319192301629e-16,1.45002890086444
1,C1,chr6,125494755,125460266,2,Cd9,1037,2.09349201072176,2.85319192301629e-16,1.69971956808883
1,C1,chr11,95713008,95835115,1,Phospho1,1195,2.29230223744622,3.11366760826554e-16,2.42062751690872
1,C1,chr19,12502145,12466336,2,Dtx4,332,2.55682348454876,3.86446259951777e-16,1.98832203406851
1,C1,chr8,115706894,115703253,2,Maf,1006,3.35985045123584,5.24759280597479e-16,3.0519993608587
1,C1,chr15,66831829,66780819,2,Sla,272,3.53619145290923,5.42702393688053e-16,1.38843503048802
1,C1,chr9,61105386,61103012,2,4933433G08Rik,687,3.6192140561598,6.89958368771065e-16,1.5454099426854
1,C1,chr9,123862029,123852315,2,Xcr1,1343,3.39236186108184,7.53317613299537e-16,0.927572978449142
1,C1,chr12,52480609,52475739,2,Gm35135,215,2.47393339842578,1.34584911676126e-15,1.70248489502724
1,C1,chr19,10001669,10038380,1,Rab3il1,245,3.468930637048,1.34584911676126e-15,1.73523831752459
1,C1,chr6,87533259,87458545,2,Arhgap25,676,3.7349350954934,1.34584911676126e-15,1.2832925956975
1,C1,chr9,45266707,45266643,2,Mir7086,479,4.21127508498506,1.37246293842172e-15,3.56032292083633
1,C1,chr4,40854537,40804582,2,B4galt1,159,3.10428879437808,1.45147003109035e-15,1.89961065802127
1,C1,chr15,100649229,100649163,2,Mir6961,805,5.48735429881663,1.56920899604324e-15,2.02122568866245
1,C1,chrX,13846556,13517080,2,Cask,122,2.01220814910399,1.56920899604324e-15,2.0137450528491
1,C1,chr5,3343893,3531008,1,Cdk6,1,3.7343652267531,3.01094718526536e-15,1.65140563144576
1,C1,chr2,150904731,150832515,2,Abhd12,1572,2.2169551881194,4.00783950458678e-15,2.23160654362079
1,C1,chr4,136886177,136880145,2,C1qb,1123,4.1017918749674,4.04364398852895e-15,2.48343542344278
1,C1,chr10,80016672,80031471,1,Arhgap45,580,4.31380380903172,4.14598938182527e-15,2.5528404187052
1,C1,chr5,112255820,112269585,1,Crybb1,788,3.13138260551295,4.28912746465363e-15,2.47927177267845
1,C1,chr7,125603429,125633570,1,Il21r,1799,2.99107404586584,4.49360850525459e-15,1.73210882115698
1,C1,chr18,32377217,32435740,1,Bin1,136,1.87081833378649,4.56149419211396e-15,2.46513312262808
1,C1,chr13,112464070,112506860,1,Il6st,880,2.15999173804181,4.57107110269118e-15,1.12115041009447
1,C1,chr3,9833679,9687479,2,Pag1,20,2.01340623906668,5.55055145431453e-15,1.91634705128895
1,C1,chr6,134035700,134270158,1,Etv6,1173,1.88524276948227,5.55055145431453e-15,2.18213796161291
1,C1,chr11,32533266,32624595,1,Stk10,221,2.8174813678881,5.76422543796019e-15,2.06309165301029
1,C1,chr9,45269149,45253837,2,Il10ra,478,4.30472731455739,5.76422543796019e-15,2.05458188916816
1,C1,chr17,83215283,83225069,1,Pkdcc,1124,3.01236504835152,7.46073783435724e-15,1.43237623068137
1,C1,chr18,62179981,62177713,2,Adrb2,443,4.54368568048014,7.69576640245789e-15,3.06909160980802
1,C1,chr9,114781993,114756836,2,Cmtm7,1236,2.84951412245408,7.69576640245789e-15,1.90053117100084
1,C1,chr2,153108468,153151441,1,Hck,1631,3.11140808974901,8.18623293468389e-15,1.33976143408969
1,C1,chr7,66109515,66173798,1,Chsy1,1086,2.18697292235797,8.79734851838111e-15,1.58741430866141
1,C1,chr18,6136098,6024448,2,Arhgap12,16,1.82161652729596,1.00379650577103e-14,1.18682404274839
1,C1,chr8,46739745,46847458,1,Irf2,368,1.72979833420622,1.09226005985157e-14,1.67378645904971
1,C1,chr6,54039932,54301812,1,Chn2,406,1.73915645279281,1.21535744316112e-14,2.233640674389
1,C1,chr15,6579847,6665608,1,Fyb,22,3.13428794782136,1.23989758379777e-14,0.753234196388128
1,C1,chr5,139460534,139359739,2,3110082I17Rik,1218,2.01360808786223,1.74870731374151e-14,2.67948580880967
1,C1,chr16,58524246,58470541,2,St3gal6,535,2.47949239337418,1.95816483097314e-14,1.35592503216032
1,C1,chr13,56178885,56173703,2,Tifab,495,4.53803214980411,2.05196396891609e-14,3.02008732815405
1,C1,chr13,113502844,113446288,2,4921509O07Rik,898,2.53527880076644,2.06340127433619e-14,0.790824234129941
1,C1,chr5,96793385,96845968,1,Anxa3,630,2.97724149741969,2.06340127433619e-14,0.769113094815665
1,C1,chr4,142015082,141890623,2,Fhad1,1228,2.41376690631594,2.32566987650109e-14,1.84432602711488
1,C1,chr11,63004134,62990453,2,Cdrt4os1,593,3.98183823831262,2.34775116861564e-14,1.08955231906646
1,C1,chr11,95842295,95845731,1,Gngt2,1199,9.24486287443266,2.50433722039114e-14,2.53435075022601
1,C1,chr7,67372858,67231163,2,Mef2a,1096,1.38717665613246,2.55482433305762e-14,1.18140134001818
1,C1,chr6,29526625,29541869,1,Irf5,128,3.36763519269525,2.76000968502277e-14,1.8548998016562
1,C1,chr14,102982637,102976581,2,Kctd12,792,2.08922215015455,3.10107067026738e-14,2.83077325569527
1,C1,chr14,121878606,122021035,1,Ubac2,855,2.11837330890523,3.10107067026738e-14,2.21159074723786
1,C1,chr5,65861220,65896700,1,Rhoh,415,4.44629100434502,3.2259504140789e-14,1.20451480462719
1,C1,chr10,78069368,78079525,1,Icosl,513,2.97815721484543,3.95093949302698e-14,1.38125492963325
1,C1,chr1,151344498,151364445,1,Ivns1abp,908,1.67513594006682,4.26374075273871e-14,1.59641413195579
1,C1,chr14,122034674,122038422,1,Timm8a2,859,2.92338554607836,4.90694729437034e-14,1.16755649971925
1,C1,chr10,99108135,99113247,1,Galnt4,822,1.87749303617538,5.44856931373361e-14,1.95841440860797
1,C1,chr13,49248706,49230829,2,Susd3,402,5.05831134043198,7.07787118576985e-14,1.82587003474015
1,C1,chr5,96997689,97091048,1,Bmp2k,632,2.06069695481909,7.66103837372644e-14,1.63879916182355
1,C1,chr16,91372783,91405587,1,Ifnar2,696,2.5309924666881,8.28216807773278e-14,1.46728517268821
1,C1,chr17,10324602,10329312,1,1700110C19Rik,60,1.45078432087846,8.83366360223841e-14,3.88626339031233
1,C1,chr7,100964366,100937634,2,P2ry6,1367,2.80248242602597,1.01983397435372e-13,2.47300367704366
1,C1,chr1,191097880,191108943,1,Batf3,1315,3.8970839853499,1.05431628105108e-13,1.60982824363803
1,C1,chr2,120154575,120089487,2,Ehd4,1258,2.58888991102748,1.07189118257798e-13,1.85590392901634
1,C1,chr15,27681542,27655071,2,Otulinl,90,1.80723123002119,1.08619270816718e-13,1.9525478902557
1,C1,chr2,75832177,75931350,1,Agps,689,2.11588789121449,1.25266417469277e-13,0.664192503956578
1,C1,chr4,133887797,133847290,2,Rps6ka1,1054,2.12453818409388,1.57539635814026e-13,2.39509185701794
1,C1,chr11,17052381,16971206,2,Plek,121,4.15990703382736,1.82121759709816e-13,1.24341438054039
1,C1,chr1,58795374,58847503,1,Casp8,300,5.8937643612402,2.02357581497448e-13,0.813255146138661
1,C1,chr4,132564067,132582683,1,Ptafr,1021,4.14711841269238,2.02357581497448e-13,1.54761041875207
1,C1,chr3,95995839,95988828,2,Plekho1,657,4.18494619770396,2.26090370901051e-13,2.5041125991461
1,C1,chr6,113638467,113695026,1,Irak2,843,2.33072435576368,2.35581455742476e-13,1.58209603773109
1,C1,chr15,59794959,59788417,2,Gm19510,243,3.07840456956909,2.48493130631025e-13,2.02558969596503
1,C1,chr4,53159895,53030789,2,Abca1,330,2.29430561402041,2.88069479358038e-13,1.52450605581702
1,C1,chr11,77216425,77460220,1,Ssh2,906,2.21881014270313,3.0716250401544e-13,1.93020985855652
1,C1,chr4,63410714,63367123,2,Akna,424,2.77224126664043,3.15429121572304e-13,1.72005413994437
1,C1,chr13,59675784,59634996,2,Golm1,527,3.11522513887347,3.30359050058543e-13,2.53559337959501
1,C1,chr15,78597047,78622019,1,Cyth4,435,2.67275028391836,3.509348415057e-13,2.60388251465923
1,C1,chr1,191224474,191225686,1,D730003I15Rik,1318,2.40020114881185,3.59611834710636e-13,2.20505087291931
1,C1,chr7,128062640,128128160,1,Itgam,1904,4.67185809498642,3.62659910738356e-13,0.840138236517517
1,C1,chr9,120023598,120013755,2,Xirp1,1277,1.63514845906391,3.90757781935162e-13,1.48351890987066
1,C1,chr9,61138515,61145259,1,I730028E13Rik,688,3.56581587690283,4.47796435978145e-13,0.975171273687769
1,C1,chr19,17372844,17326141,2,Gcnt1,397,4.55961355001291,4.49915758121837e-13,1.16065693169518
1,C1,chr1,37488605,37485851,2,4930594C11Rik,163,3.0806293775451,4.50138353876749e-13,2.25714647542941
1,C1,chr10,59221922,59226434,1,Sowahc,319,2.37056751273166,4.7294568785666e-13,1.97982921430232
1,C1,chrX,13632138,13640858,1,Gpr34,123,8.59508211686425,4.81036087064113e-13,1.613820050433
1,C1,chr15,6445333,6498476,1,C9,21,3.58476977122222,5.27294005423396e-13,0.319045923454029
1,C1,chr19,12460779,12465285,1,Mpeg1,331,7.07301819700506,5.36765672212426e-13,1.69936003143444
1,C1,chr2,38511697,38587490,1,Nek6,498,1.92490659875041,6.84267942451567e-13,0.997577449723964
1,C1,chr12,83921934,83794034,2,Numb,431,2.01988743350757,6.86642239930653e-13,1.70673223552695
1,C1,chr9,45319100,45347581,1,Tmprss13,480,2.56017298559813,7.18074922576505e-13,0.388113139335553
1,C1,chr7,114276116,114264550,2,Psma1,1700,2.25059601635882,7.2440579375161e-13,1.08646433055431
1,C1,chr2,118549678,118528757,2,Bmf,1211,2.58540658704594,7.85641568749096e-13,1.98694594442858
1,C1,chr1,170976071,170960558,2,Fcgr2b,1092,4.71911500461794,9.00320566612573e-13,0.6254102461836
1,C1,chr9,124021971,124031689,1,Ccr3,1346,7.57683472966602,9.28944923834269e-13,1.05926791304248
1,C1,chr3,100426405,100437754,1,4930406D18Rik,729,3.6827004090726,9.60484027855701e-13,1.70963208850022
1,C1,chr19,4214238,4233634,1,Gm45928,42,2.9912377158015,1.07233113598959e-12,1.86918387072969
1,C1,chr4,3714964,3716813,1,6330407A03Rik,8,3.25496462417632,1.08444563213361e-12,1.68100410135859
1,C1,chr2,167932327,167979385,1,Ptpn1,1884,2.12281843159623,1.31095857848796e-12,1.92794582971059
1,C1,chr16,11313809,11320068,1,Tnfrsf17,86,3.85682186600267,1.33852705180929e-12,1.43044305890926
1,C1,chr13,41865915,41913092,1,Gm10790,352,4.0173623086486,1.48029006535573e-12,1.48071932636945
1,C1,chr5,134229625,134220053,2,Ncf1,1074,4.49493299279025,1.56722650503769e-12,1.77027983495614
1,C1,chr9,63757994,63646767,2,Smad3,711,1.9804035174113,1.68208137608374e-12,2.29761017454335
1,C1,chr2,91070315,91061781,2,Slc39a13,993,2.30472032755937,1.88612865754761e-12,2.12061548541326
1,C1,chr2,144011263,143947395,2,Rrbp1,1503,2.15229228088805,2.23526455608309e-12,1.81117943323613
1,C1,chr19,24999529,25202432,1,Dock8,438,2.56238218724381,2.25125811124101e-12,1.23814185593241
1,C1,chr12,79297282,79814690,1,Rad51b,388,1.98114491143306,2.35378569362806e-12,2.12270351289223
1,C1,chr7,43562370,43575461,1,Zfp658,802,2.94348871741197,2.37900197975734e-12,1.06548156132341
1,C1,chr10,69208552,69291791,1,Rhobtb1,408,3.27070788318173,3.02150754594965e-12,1.33257319811715
1,C1,chr10,127621148,127538157,2,Lrp1,1008,1.67402259543185,3.07014378585327e-12,2.30791629997372
1,C1,chr11,83649378,83647843,2,Ccl3,1039,4.91267823737416,3.07014378585327e-12,1.87577841594788
1,C1,chr10,69213098,69209762,2,A930033H14Rik,409,2.90017491188158,3.29194379006385e-12,1.92829692400022
1,C1,chr3,87263524,87250965,2,Fcrls,393,3.89707537766831,4.30326789056796e-12,1.70332643554332
1,C1,chr13,83504034,83667079,1,Mef2c,710,1.89042985130384,5.96846127784108e-12,1.72392467135208
1,C1,chr19,40612366,40741602,1,Entpd1,575,1.93608308720611,5.98215973122742e-12,2.09259812769359
1,C1,chr5,143113020,142990893,2,Rnf216,1260,1.54694056635388,6.68117959240714e-12,2.164916411613
1,C1,chr15,76818170,76723985,2,Arhgap39,392,2.1699261096028,6.72425455393352e-12,2.0387444979812
1,C1,chr9,70952221,70798128,2,Lipc,796,3.21365370179761,7.28116925243616e-12,1.66162766073584
1,C1,chr9,13297958,13709533,1,Maml2,47,1.72335710266879,7.40783322877744e-12,1.42620506369237
1,C1,chr6,82881853,82877866,2,2310069B03Rik,575,2.88565739470611,7.51683579341025e-12,0.719899469786496
1,C1,chr15,25413764,25363277,2,Basp1,79,2.00850351065695,8.51267538694221e-12,1.18663574395265
1,C1,chr19,3935186,3949340,1,Unc93b1,16,3.56551637837111,8.94452101457163e-12,1.75352257881437
1,C1,chr6,120463197,120483727,1,Il17ra,924,2.97408732523576,9.40710497614832e-12,1.94589117082341
1,C1,chr2,170142675,170108643,2,Zfp217,1902,3.10724397589834,1.0235409984732e-11,1.22205831380301
1,C1,chr11,103267401,103219764,2,Map3k14,1502,1.88844680905831,1.08155076116403e-11,1.77757784720303
1,C1,chr18,61117468,61117531,1,Mir6983,422,6.79314310614058,1.09550377959749e-11,2.4670444143144
1,C1,chr15,89180788,89155546,2,Plxnb2,641,2.45971441432187,1.15371762535971e-11,2.27244255639253
1,C1,chr3,105870858,105924044,1,Tmigd3,788,2.36010297093333,1.15903605079255e-11,1.65684541495206
1,C1,chr8,125569756,125418063,2,Sipa1l2,1149,1.79432031351937,1.21333624319332e-11,2.20878693761356
1,C1,chr14,75016027,75052532,1,Rubcnl,718,2.55452132103084,1.31308121168689e-11,1.36112965118077
1,C1,chr18,61953075,62015719,1,Sh3tc2,441,1.54969213004886,1.31835590815329e-11,0.443351680928308
1,C1,chr7,89338787,89139721,2,Tmem135,1266,1.66454762297755,1.3314496992842e-11,1.33520927937787
1,C1,chr16,87553330,87595336,1,Map3k7cl,643,2.42535047735011,1.37582182257666e-11,0.378774045428571
1,C1,chr9,57653631,57626646,2,Csk,639,2.43728538176844,1.49491293399149e-11,1.58148604397538
1,C1,chr17,33555707,33607764,1,Myo1f,512,4.98705807590983,1.5452494961148e-11,1.0764101077901
1,C1,chr1,171018926,171029761,1,Fcgr4,1093,5.0348313005018,1.56665734563546e-11,0.729920684729844
1,C1,chr1,191063021,191084558,1,Nsl1,1314,7.95491732051934,1.63952456305984e-11,1.03399151874061
1,C1,chr8,83165352,83272940,1,Tbc1d9,623,1.8403616663337,1.76661416678816e-11,0.970368329552568
1,C1,chr12,8313433,8343824,1,Hs1bp3,33,1.28393992732153,1.86893964124301e-11,1.41854853808657
1,C1,chr1,165708094,165648945,2,Rcsd1,1047,2.83435440036222,2.13514954445675e-11,1.75715446956395
1,C1,chr15,80083406,80077781,2,Rpl3,489,1.36257524654037,2.13863045087292e-11,1.87414607583398
1,C1,chr4,150087503,150105927,1,Gpr157,1344,3.01695204082758,2.13863045087292e-11,1.70370298560917
1,C1,chr17,71002633,71126856,1,Myom1,1052,1.87375641815122,2.21027947836901e-11,0.977443912040898
1,C1,chr13,97137937,97181196,1,Gfm2,783,2.68651768886263,2.21059967698471e-11,1.27644318421976
1,C1,chr2,163645143,163623273,2,Serinc3,1785,4.50419819437936,2.41045366871671e-11,1.42504578013155
1,C1,chr18,80713071,80606205,2,Nfatc1,571,2.62568313121926,2.47195026219099e-11,1.21205408752912
1,C1,chr2,27427608,27262104,2,Vav2,287,1.77821575216243,2.49491885226117e-11,1.65871495724421
1,C1,chr5,143464493,143504442,1,Daglb,1273,2.85101493323475,2.67733981926209e-11,1.83563183733959
1,C1,chr18,11839274,11945627,1,Cables1,47,1.61021367892889,2.69213661762176e-11,1.69539293475112
1,C1,chr13,73467383,73514538,1,Lpcat1,659,2.18176185173784,2.76317081570295e-11,1.2564893792432
1,C1,chr3,59210882,59207892,2,P2ry13,257,4.59913986294776,2.77155216786294e-11,2.49297059119055
1,C1,chr7,35119293,35121928,1,Cebpa,734,1.54814334909232,2.77155216786294e-11,2.13424628503463
1,C1,chr11,63061659,63094960,1,Tekt3,594,2.67157372894987,2.88967207421118e-11,0.526313671823231
1,C1,chr11,26593920,26471401,2,Vrk2,173,2.35413064131005,3.02408699002431e-11,0.565698694999724
1,C1,chr9,61293809,61259227,2,B930092H01Rik,689,2.39530084969764,3.30212014291653e-11,0.598518461554726
1,C1,chr11,83593087,83587886,2,Ccl6,1038,4.73570883395118,3.68160352006377e-11,1.07841846479965
1,C1,chr12,69475550,69464787,2,5830428M24Rik,289,2.76062305708939,3.74865129218755e-11,0.801464553615507
1,C1,chr9,64811011,64919667,1,Dennd4a,727,1.4392207874047,3.82395319665361e-11,1.12320486377645
1,C1,chr17,8165518,8196470,1,Fgfr1op,44,1.89578441066295,4.46863900591072e-11,0.988255180032759
1,C1,chrX,167070370,167063449,2,Gm8817,1030,2.8895331932895,4.96448270771802e-11,0.729970303646772
1,C1,chr4,139192899,139291820,1,Capzb,1171,1.94243802255215,5.02074369955084e-11,1.84746017980413
1,C1,chr1,34459746,34475733,1,Ptpn18,129,4.26390038808852,5.15658259343019e-11,1.5662675544658
1,C1,chr8,41017468,41024216,1,B430010I23Rik,328,2.47941450940126,7.22735647489657e-11,1.36803381322838
1,C1,chr4,144892827,144927645,1,Dhrs3,1272,2.1790087205987,7.35369052925019e-11,1.48165700580571
